"program","sex","result"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program4","male","reject"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program1","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program2","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program3","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program4","female","accept"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program1","female","reject"
"program2","female","reject"
"program2","female","reject"
"program2","female","reject"
"program2","female","reject"
"program2","female","reject"
"program2","female","reject"
"program2","female","reject"
"program2","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program3","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
"program4","female","reject"
